sequence_name,sample_date,epi_week,country,adm1,adm2,lineage,lineages_version,uk_lineage,acc_lineage,del_lineage,phylotype,acc_introduction,del_introduction,sequencing_org_code
England/SHEF-D0160/2020,2020-04-18,16.0,UK,UK-ENG,SOUTH YORKSHIRE,B.1.36,2020-05-19,UK51,B.1_8,B.1_8,UK51_1.1,B.1_5,B.1_5,SHEF
England/SHEF-C5535/2020,2020-04-15,16.0,UK,UK-ENG,SOUTH YORKSHIRE,B.1.1.1,2020-05-19,UK5,B.1.X_2477,B.1.X_167,UK5_1.1.1.1.1.3,B.1.X_613,B.1.X_658,SHEF
England/SHEF-CA2EE/2020,2020-04-17,16.0,UK,UK-ENG,SOUTH YORKSHIRE,B.1,2020-05-19,UK343,B.1_1297,B.1_1315,UK343_1,B.1_1995,B.1_2038,SHEF
England/SHEF-CDF8A/2020,2020-04-17,16.0,UK,UK-ENG,SOUTH YORKSHIRE,B.1.1.1,2020-05-19,UK5,B.1.X_2477,B.1.X_406,UK5_1.1.1.5.1,B.1.X_613,B.1.X_928,SHEF
England/SHEF-D04D0/2020,2020-04-17,16.0,UK,UK-ENG,SOUTH YORKSHIRE,B.1,2020-05-19,UK5505,B.1.Y.X_74,B.1.Y.X_83,UK5505_1,B.1.Y.X_56,B.1.Y.X_56,SHEF
England/SHEF-C2134/2020,2020-04-17,16.0,UK,UK-ENG,SOUTH YORKSHIRE,B.1.1.1,2020-05-19,UK5,B.1.X_2477,B.1.X_406,UK5_1.1.1.5,B.1.X_613,B.1.X_928,SHEF
England/SHEF-D1E0E/2020,2020-04-17,16.0,UK,UK-ENG,SOUTH YORKSHIRE,B.1.1,2020-05-19,UK92,B.1.X_2166,B.1.X_2623,UK92_1,B.1.X_1624,B.1.X_2185,SHEF
England/SHEF-CE4E4/2020,2020-04-15,16.0,UK,UK-ENG,SOUTH YORKSHIRE,B.1.1,2020-05-19,UK279,B.1.X_2283,B.1.X_2740,UK279_1.1,B.1.X_1507,B.1.X_2068,SHEF
England/SHEF-CE4B7/2020,2020-04-17,16.0,UK,UK-ENG,SOUTH YORKSHIRE,B.1.36,2020-05-19,UK51,B.1_8,B.1_8,UK51_1.1.1,B.1_5,B.1_5,SHEF
England/SHEF-CEA79/2020,2020-04-17,16.0,UK,UK-ENG,SOUTH YORKSHIRE,B.1,2020-05-19,UK343,B.1_1297,B.1_1315,UK343_1,B.1_1995,B.1_2038,SHEF
England/SHEF-C1C70/2020,2020-04-15,16.0,UK,UK-ENG,SOUTH YORKSHIRE,B.1,2020-05-19,UK4441,B.1.Y.X_254,B.1.Y.X_262,,B.1.Y.X_12,B.1.Y.X_12,SHEF
Scotland/CVR2975/2020,2020-04-22,17.0,UK,UK-SCT,FALKIRK,A.5,2020-05-19,UK1074,A_13,A_13,UK1074_1,A_48,A_48,GLAS
Scotland/CVR3215/2020,2020-04-25,17.0,UK,UK-SCT,GLASGOW,B.1,2020-05-19,UK36,B.1_1308,B.1_80,UK36_1.1.1,B.1_1733,B.1_1747,GLAS
Scotland/CVR3156/2020,2020-04-21,17.0,UK,UK-SCT,MOTHERWELL,B.1,2020-05-19,UK36,B.1_1308,B.1_80,UK36_1.1.1.15,B.1_1733,B.1_1747,GLAS
Scotland/CVR3231/2020,2020-04-26,18.0,UK,UK-SCT,MOTHERWELL,B.1.p73,2020-05-19,UK52,B.1_1263,B.1_1281,UK52_1.12,B.1_2029,B.1_2072,GLAS
Scotland/CVR2977/2020,2020-04-22,17.0,UK,UK-SCT,FALKIRK,B.1.p73,2020-05-19,UK52,B.1_1263,B.1_1281,UK52_1.13,B.1_2029,B.1_2072,GLAS
Scotland/CVR3189/2020,2020-04-28,18.0,UK,UK-SCT,GLASGOW,B.16,2020-05-19,UK40,B_129,B_155,UK40_1.1,B_318,B_319,GLAS
Scotland/CVR3157/2020,2020-04-22,17.0,UK,UK-SCT,MOTHERWELL,B.1.5,2020-05-19,UK2200,B.1_101,B.1_108,UK2200_1.7,B.1_642,B.1_642,GLAS
Scotland/CVR3169/2020,2020-04-27,18.0,UK,UK-SCT,FALKIRK,B.1.1.14,2020-05-19,UK5352,B.1.X_2269,B.1.X_2726,UK5352_1.1,B.1.X_1521,B.1.X_2082,GLAS
Scotland/CVR3230/2020,2020-04-26,18.0,UK,UK-SCT,MOTHERWELL,B.1.1.10,2020-05-19,UK370,B.1.X_381,B.1.X_831,UK370_1.1.1,B.1.X_540,B.1.X_557,GLAS
Scotland/CVR3210/2020,2020-04-16,16.0,UK,UK-SCT,FALKIRK,B.1.1.14,2020-05-19,UK304,B.1.X_143,B.1.X_583,UK304_1,B.1.X_1302,B.1.X_1840,GLAS
Scotland/CVR2980/2020,2020-04-22,17.0,UK,UK-SCT,FALKIRK,B.1.1,2020-05-19,UK93,B.1.X_2271,B.1.X_2728,UK93_1.1,B.1.X_1519,B.1.X_2080,GLAS
Scotland/CVR3142/2020,2020-04-28,18.0,UK,UK-SCT,GLASGOW,B.1.p11,2020-05-19,UK73,B.1_538,B.1_551,UK73_1.1,B.1_1367,B.1_1380,GLAS
Scotland/CVR3153/2020,2020-04-21,17.0,UK,UK-SCT,MOTHERWELL,B.1,2020-05-19,UK36,B.1_1308,B.1_80,UK36_1.1.1,B.1_1733,B.1_1747,GLAS
Scotland/CVR2978/2020,2020-04-22,17.0,UK,UK-SCT,FALKIRK,B.1.5,2020-05-19,UK109,B.1_226,B.1_233,UK109_1.3,B.1_500,B.1_500,GLAS
Scotland/CVR3186/2020,2020-04-28,18.0,UK,UK-SCT,GLASGOW,B.1.5,2020-05-19,UK100,B.1_92,B.1_99,UK100_1.1.1,B.1_864,B.1_864,GLAS
Scotland/CVR3170/2020,2020-04-27,18.0,UK,UK-SCT,EDINBURGH,B.1.1.14,2020-05-19,UK5352,B.1.X_2269,B.1.X_2726,UK5352_1.1,B.1.X_1521,B.1.X_2082,GLAS
Scotland/CVR2979/2020,2020-04-22,17.0,UK,UK-SCT,FALKIRK,B.1,2020-05-19,UK36,B.1_1308,B.1_80,UK36_1.1.1.16,B.1_1733,B.1_1747,GLAS
Scotland/CVR3193/2020,2020-04-29,18.0,UK,UK-SCT,GLASGOW,B.1,2020-05-19,UK88,B.1_1262,B.1_1280,UK88_1,B.1_2030,B.1_2073,GLAS
Scotland/CVR3199/2020,2020-04-27,18.0,UK,UK-SCT,PAISLEY,B.1.5,2020-05-19,UK459,B.1_731,B.1_749,UK459_1,B.1_275,B.1_275,GLAS
Scotland/CVR2973/2020,2020-04-22,17.0,UK,UK-SCT,FALKIRK,B.1.1.14,2020-05-19,UK5352,B.1.X_2269,B.1.X_2726,UK5352_1.1,B.1.X_1521,B.1.X_2082,GLAS
Scotland/CVR3162/2020,2020-04-22,17.0,UK,UK-SCT,MOTHERWELL,B.1,2020-05-19,UK36,B.1_1308,B.1_80,UK36_1.1.1,B.1_1733,B.1_1747,GLAS
Scotland/CVR3200/2020,2020-04-28,18.0,UK,UK-SCT,GLASGOW,B.1,2020-05-19,UK36,B.1_1308,B.1_80,UK36_1.1.1.7.1,B.1_1733,B.1_1747,GLAS
Scotland/CVR3222/2020,2020-04-25,17.0,UK,UK-SCT,GLASGOW,B.1.1,2020-05-19,UK219,B.1.X_2272,B.1.X_2729,UK219_1.1,B.1.X_1518,B.1.X_2079,GLAS
Scotland/CVR3178/2020,2020-04-27,18.0,UK,UK-SCT,FALKIRK,B.1.p73,2020-05-19,UK52,B.1_1263,B.1_1281,UK52_1.13,B.1_2029,B.1_2072,GLAS
Scotland/CVR2976/2020,2020-04-22,17.0,UK,UK-SCT,FALKIRK,B.1.1,2020-05-19,UK281,B.1.X_2270,B.1.X_2727,UK281_1.1,B.1.X_1520,B.1.X_2081,GLAS
Scotland/CVR3216/2020,2020-04-25,17.0,UK,UK-SCT,MOTHERWELL,B.1.p73,2020-05-19,UK52,B.1_1263,B.1_1281,UK52_1.12,B.1_2029,B.1_2072,GLAS
Scotland/CVR3202/2020,2020-04-27,18.0,UK,UK-SCT,GLASGOW,B.1.1,2020-05-19,UK163,B.1.X_2273,B.1.X_2730,UK163_1.1,B.1.X_1517,B.1.X_2078,GLAS
Scotland/CVR3195/2020,2020-04-27,18.0,UK,UK-SCT,GLASGOW,B.1.p73,2020-05-19,UK52,B.1_1263,B.1_1281,UK52_1,B.1_2029,B.1_2072,GLAS
Scotland/CVR3197/2020,2020-04-28,18.0,UK,UK-SCT,PAISLEY,B.1.p73,2020-05-19,UK52,B.1_1263,B.1_1281,UK52_1.1.1,B.1_2029,B.1_2072,GLAS
Scotland/CVR3175/2020,2020-04-26,18.0,UK,UK-SCT,FALKIRK,B.1,2020-05-19,UK271,B.1.Y.X_220,B.1.Y.X_229,UK271_1.2,B.1.Y.X_266,B.1.Y.X_276,GLAS
Scotland/CVR3196/2020,2020-04-27,18.0,UK,UK-SCT,GLASGOW,B.1,2020-05-19,UK36,B.1_1308,B.1_80,UK36_1.1.1.2.2,B.1_1733,B.1_1747,GLAS
Scotland/CVR3207/2020,2020-04-15,16.0,UK,UK-SCT,FALKIRK,B.1,2020-05-19,UK271,B.1.Y.X_220,B.1.Y.X_229,UK271_1,B.1.Y.X_266,B.1.Y.X_276,GLAS
Scotland/CVR3206/2020,2020-04-15,16.0,UK,UK-SCT,FALKIRK,B.1.5,2020-05-19,UK198,B.1_109,B.1_116,UK198_1,B.1_624,B.1_624,GLAS
Scotland/CVR3225/2020,2020-04-26,18.0,UK,UK-SCT,MOTHERWELL,B.1.p73,2020-05-19,UK5098,B.1_1261,B.1_1279,UK5098_1,B.1_2031,B.1_2074,GLAS
Scotland/CVR3174/2020,2020-04-26,18.0,UK,UK-SCT,FALKIRK,B.1,2020-05-19,UK271,B.1.Y.X_220,B.1.Y.X_229,UK271_1.2,B.1.Y.X_266,B.1.Y.X_276,GLAS
Scotland/CVR3198/2020,2020-04-28,18.0,UK,UK-SCT,PAISLEY,B.1.p11,2020-05-19,UK2464,B.1_82,B.1_88,UK2464_1.2.2,B.1_970,B.1_983,GLAS
Scotland/CVR3212/2020,2020-04-16,16.0,UK,UK-SCT,FALKIRK,B.1.p73,2020-05-19,UK52,B.1_1263,B.1_1281,UK52_1,B.1_2029,B.1_2072,GLAS
Scotland/CVR2970/2020,2020-04-22,17.0,UK,UK-SCT,FALKIRK,B.1,2020-05-19,UK271,B.1.Y.X_220,B.1.Y.X_229,UK271_1,B.1.Y.X_266,B.1.Y.X_276,GLAS
Scotland/CVR3203/2020,2020-04-27,18.0,UK,UK-SCT,GLASGOW,A.2,2020-05-19,UK39,A_9,A_9,UK39_1,A_12,A_12,GLAS
Scotland/CVR3217/2020,2020-04-26,18.0,UK,UK-SCT,MOTHERWELL,B.1,2020-05-19,UK36,B.1_1308,B.1_80,UK36_1.1.1,B.1_1733,B.1_1747,GLAS
Scotland/CVR3171/2020,2020-04-27,18.0,UK,UK-SCT,FALKIRK,B.1.1.14,2020-05-19,UK5352,B.1.X_2269,B.1.X_2726,UK5352_1.1,B.1.X_1521,B.1.X_2082,GLAS
Scotland/CVR3184/2020,2020-04-28,18.0,UK,UK-SCT,GLASGOW,B.1.5,2020-05-19,UK100,B.1_92,B.1_99,UK100_1.1.1,B.1_864,B.1_864,GLAS
Scotland/CVR3146/2020,2020-04-20,17.0,UK,UK-SCT,MOTHERWELL,B.1.p73,2020-05-19,UK52,B.1_1263,B.1_1281,UK52_1,B.1_2029,B.1_2072,GLAS
England/LIVE-9C7F5/2020,2020-03-23,13.0,UK,UK-ENG,,B.1.1,2020-05-19,UK92,B.1.X_2166,B.1.X_2623,UK92_1,B.1.X_1624,B.1.X_2185,LIVE
England/LIVE-9A593/2020,2020-03-25,13.0,UK,UK-ENG,,B.1,2020-05-19,UK2103,B.1_1163,B.1_1181,,B.1_2129,B.1_2172,LIVE
England/LIVE-9BF58/2020,2020-03-27,13.0,UK,UK-ENG,,B.1.1,2020-05-19,UK3113,B.1.X_1902,B.1.X_2359,,B.1.X_1888,B.1.X_2449,LIVE
England/LIVE-9A50C/2020,2020-03-25,13.0,UK,UK-ENG,,B.1,2020-05-19,UK344,B.1_1187,B.1_1205,UK344_1,B.1_2105,B.1_2148,LIVE
England/LIVE-9C7E6/2020,2020-03-23,13.0,UK,UK-ENG,,B.3,2020-05-19,UK274,B_18,B_25,UK274_1.4.2,B_233,B_234,LIVE
England/LIVE-9C528/2020,2020-03-21,12.0,UK,UK-ENG,,B.2.1,2020-05-19,UK4663,B.2_716,B.2_769,,B.2_156,B.2_182,LIVE
England/LIVE-9AD13/2020,2020-03-30,14.0,UK,UK-ENG,,B.15,2020-05-19,UK131,B_121,B_146,UK131_1.1.1.1.1,B_400,B_416,LIVE
England/LIVE-9B222/2020,2020-03-27,13.0,UK,UK-ENG,,B.1,2020-05-19,UK86,B.1_594,B.1_612,UK86_1,B.1_762,B.1_762,LIVE
England/LIVE-9BF1C/2020,2020-03-26,13.0,UK,UK-ENG,,B.1.1,2020-05-19,UK505,B.1.X_248,B.1.X_692,UK505_1,B.1.X_982,B.1.X_1500,LIVE
England/LIVE-9C388/2020,2020-03-29,14.0,UK,UK-ENG,,B.1.5,2020-05-19,UK390,B.1_194,B.1_201,UK390_1,B.1_532,B.1_532,LIVE
England/LIVE-9A86D/2020,2020-03-29,14.0,UK,UK-ENG,,B.1.1.7,2020-05-19,UK5177,B.1.X_95,B.1.X_534,UK5177_1,B.1.X_271,B.1.X_271,LIVE
England/LIVE-9B477/2020,2020-04-01,14.0,UK,UK-ENG,,B.1.1.1,2020-05-19,UK5,B.1.X_2477,B.1.X_178,UK5_1.1.1.1.2.5,B.1.X_613,B.1.X_835,LIVE
England/LIVE-9AC9E/2020,2020-03-30,14.0,UK,UK-ENG,,B.1.1,2020-05-19,UK307,B.1.X_1992,B.1.X_2449,UK307_1,B.1.X_1798,B.1.X_2359,LIVE
England/LIVE-9A645/2020,2020-03-29,14.0,UK,UK-ENG,,B.1.1,2020-05-19,UK3114,B.1.X_1901,B.1.X_2358,,B.1.X_1889,B.1.X_2450,LIVE
England/LIVE-9AD04/2020,2020-03-30,14.0,UK,UK-ENG,,B.1,2020-05-19,UK4515,B.1.Y.X_203,B.1.Y.X_212,,B.1.Y.X_283,B.1.Y.X_293,LIVE
England/LIVE-9BFC1/2020,2020-03-25,13.0,UK,UK-ENG,,B.10,2020-05-19,UK122,B_251,B_277,,B_50,B_51,LIVE
England/LIVE-9C801/2020,2020-03-23,13.0,UK,UK-ENG,,B.1.1,2020-05-19,UK92,B.1.X_2166,B.1.X_2623,UK92_1,B.1.X_1624,B.1.X_2185,LIVE
England/LIVE-9C160/2020,2020-03-30,14.0,UK,UK-ENG,,B.1.1,2020-05-19,UK92,B.1.X_2166,B.1.X_2623,UK92_1,B.1.X_1624,B.1.X_2185,LIVE
England/LIVE-9B40E/2020,2020-04-02,14.0,UK,UK-ENG,,B,2020-05-19,UK4,B_126,B_151,UK4_1.6,B_343,B_359,LIVE
England/LIVE-9C090/2020,2020-03-31,14.0,UK,UK-ENG,,B.1.1,2020-05-19,UK632,B.1.X_257,B.1.X_705,UK632_1.4.2,B.1.X_920,B.1.X_1430,LIVE
England/LIVE-9B27D/2020,2020-03-26,13.0,UK,UK-ENG,,B.1.1,2020-05-19,UK3115,B.1.X_1900,B.1.X_2357,,B.1.X_1890,B.1.X_2451,LIVE
England/LIVE-9BF67/2020,2020-03-24,13.0,UK,UK-ENG,,B.1.1,2020-05-19,UK2794,B.1.X_1899,B.1.X_2356,,B.1.X_1891,B.1.X_2452,LIVE
England/LIVE-9C634/2020,2020-03-23,13.0,UK,UK-ENG,,B.1.1,2020-05-19,UK3116,B.1.X_1898,B.1.X_2355,,B.1.X_1892,B.1.X_2453,LIVE
England/LIVE-9C0DC/2020,2020-04-01,14.0,UK,UK-ENG,,B.1.1.1,2020-05-19,UK5,B.1.X_2477,B.1.X_208,UK5_1.1.1.1.6,B.1.X_613,B.1.X_881,LIVE
England/LIVE-9C670/2020,2020-03-23,13.0,UK,UK-ENG,,B.3,2020-05-19,UK274,B_18,B_25,UK274_1.4.1,B_233,B_234,LIVE
England/LIVE-9B19E/2020,2020-03-24,13.0,UK,UK-ENG,,B.1.1.1,2020-05-19,UK5,B.1.X_2477,B.1.X_178,UK5_1.1.1.1.2.2,B.1.X_613,B.1.X_825,LIVE
England/LIVE-9B3D4/2020,2020-04-03,14.0,UK,UK-ENG,,B.1.1,2020-05-19,UK182,B.1.X_1981,B.1.X_2438,UK182_1.1,B.1.X_1809,B.1.X_2370,LIVE
England/LIVE-9B019/2020,2020-03-27,13.0,UK,UK-ENG,,B.1.1.7,2020-05-19,UK5177,B.1.X_95,B.1.X_534,UK5177_1,B.1.X_271,B.1.X_271,LIVE
England/LIVE-9C018/2020,2020-03-23,13.0,UK,UK-ENG,,B.3,2020-05-19,UK274,B_18,B_25,UK274_1.4.1,B_233,B_234,LIVE
England/LIVE-9B50B/2020,2020-04-02,14.0,UK,UK-ENG,,B.16,2020-05-19,UK40,B_129,B_155,UK40_1.1,B_318,B_319,LIVE
England/LIVE-9C7C8/2020,2020-04-01,14.0,UK,UK-ENG,,B,2020-05-19,UK295,B_463,B_489,UK295_1.1,B_431,B_465,LIVE
England/LIVE-9B34D/2020,2020-03-26,13.0,UK,UK-ENG,,B.1.1,2020-05-19,UK92,B.1.X_2166,B.1.X_2623,UK92_1,B.1.X_1624,B.1.X_2185,LIVE
